wallet,credit_score,total_transactions,total_usd_volume,repay_to_borrow_ratio,liquidation_count
0x04895114da673f16d83a75e4cd3c64a68e2428c8,769.9641999138124,66,12332.18980386271,0.8666666666666667,0
0x03922322741e50ee5a589aedc9fc7ed74a3e1e32,769.9633394052898,58,212474.8671290398,1.0,0
0x00a09297f06b3790a37cffb2de91a0fccf0d5bac,769.9630410757642,160,149.082584576633,1.8,0
0x000000e28faa823d5b53ff6c2922c28335840375,769.9621713724243,297,10141980.241541862,0.9545454545454546,0
0x00002b503a75998c97508916a74fdb41934fa030,769.9614810579454,147,4916297.965137644,0.9574468085106383,0
0x04ee10fd378f7cad5ac5751d7cd0f42b13ee3b76,769.9599600360086,481,630252.278243086,1.1935483870967742,0
0x03eb2f2d7eeab4b9cbb59bd58cedbe2d30948562,769.9583565018174,75,12880.06237107777,0.8571428571428571,0
0x0318ccfbfae5e2c06b2f533a35acecea13b9909f,769.9567577779475,73,4545.94602907796,1.0,0
0x0560f3ac84eecbcc480af7ebe93313da8f7ea414,769.956576932091,211,151908.0201606697,1.1929824561403508,0
0x0392ea959f551f01d432e1fa26110ef69d55e4c1,769.9557632185316,52,78598.67272235625,0.8888888888888888,0
0x02e6277d21ba364845200b883a7a230f173122a8,769.9546076701571,102,438358.26521819126,1.1,0
0x04cda19cb300c98a5ff01a9bafc907e8751268d8,769.9546076701571,99,1131186.7506103262,0.9444444444444444,0
0x021690c899ae56dbcf851ba0305659d39b557622,769.9546076701571,57,4608.7541649687655,1.2857142857142858,0
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,769.9537606475823,71,361.96806076727364,0.85,0
0x0202ef0ff22c58039de970c4460c9ebd2ed6b309,769.9536261328592,63,380.3528201536183,0.8571428571428571,0
0x023f57cc43fb63b4d6d5a18f8f656d828c40e489,769.9534550875838,51,10894.11903066516,1.75,0
0x042a154ede61e25b4220cbc83e76c79f8c0d3926,769.9532631938453,66,189558.50136085745,1.0,0
0x049ca02e4394a5ddea5ef9c3194d82e640187573,769.9523193370916,74,103401.22796103917,1.1875,0
0x02577874b50993e03070e7c7eefa78eac31cadd5,769.9521401246283,83,143378.64009101724,0.8518518518518519,0
0x0049d23daaafeaac69e336ffe9dcb9ca14dac781,769.9355707125686,91,118949.74692318524,0.9,0
0x02b42cadcb1d54d586d7b19c4b40ccb858d61640,769.9349367314038,54,21835.932546480573,1.25,0
0x006f74448baead5563915255c8fbc12fd7f6a5df,769.9302165260899,298,4304815.394171187,1.0,0
0x049940feda4277b7f01ef10fca0b975c541d8fca,769.926079725731,345,14270726.643911982,1.0277777777777777,0
0x0351c94cae69947448969ca8b6fef20dfe14203b,750.8781462693761,49,268570.233712349,1.1,0
0x0618e615c8c9b5efc8c8eadc68be7182bdc455e2,750.1183264365776,22,7585.884981178472,1.0,0
0x05b43571094e8613c2e993b4a8534ef974e84d75,750.1023977545752,22,1493.4787920617189,1.0,0
0x0108678baac8accdcbff80294564f74725330907,750.0589853769998,25,41757.59040730017,1.0,0
0x030745377d953913b2af2a64d961287ff800f7e0,750.0549175450233,40,4318.958083191303,1.0,0
0x01952b83f4fbb1fdd4bf11087638f0821175f7b4,750.0280509987138,21,931.8130390180037,1.0,0
0x05e843051a31c0abd1fd35b5b08ead0345c3b7e1,750.0239487133585,29,7010.8131842044895,0.8571428571428571,0
0x04261f3a4f4e244b80ed7e3d8b7ff28abd6c4dc9,750.0189659042908,50,4283.433522184892,0.9090909090909091,0
0x00000029ff545c86524ade7caf132527707948c4,750.0141517634229,47,9991154.302078426,1.0,0
0x031d132adc8141130bd55be6583edded884497f4,750.0099735243455,44,1931.5155625193995,0.8333333333333334,0
0x036dbbd11bf2958377e459cb75fec9bb9944785a,750.0033131002155,47,3136.5097494363386,1.0,0
0x00495585ecf70ad7dd71797c2a22951ed92b9a24,749.9994599767954,30,645.2126075078907,1.5,0
0x04f004eb2431e8f79fe0c671c807ecb2f5cc71ff,749.9994599767954,29,2051.534361985814,1.0,0
0x00b8e23fe7ddea6791131decc5117023dc03cfb0,749.9990116372508,45,925.5162173298809,0.8333333333333334,0
0x05b26f4df5372eefabb23039b69e2eabc8684666,749.9989092142811,34,6082.456207955509,1.2,0
0x038ca2dcaf884d02dd1deae89bf23a7831fb1179,749.9986243874104,47,27402.238952147083,1.5,0
0x0228c4032162fc5485f00f2638822c15f32ca561,749.9980910419632,38,103829.24710705614,1.2,0
0x007078c8001b515b14000cc78306072a5dfd55b3,749.9977566317078,30,882.6302458723676,1.25,0
0x0524c91701fcc461c90b3120769b5f295f706a16,749.9951585138307,41,12771.716426181414,0.8571428571428571,0
0x00983187e18f62a2ac1dcebd63f2e5f50394cc74,749.9951585138307,39,6586.231198554374,1.0,0
0x019b00a4c8bf5a4a75d7be5a498f2d41e6bf41f2,749.9950589349019,44,198841.31157616392,1.5,0
0x02eb1d753bea18fd83562467a321dcd88d9773f1,749.9940059312574,32,7695.15629462706,1.5,0
0x00010a708585ba4812a1c5976182626c75cb7a6b,749.9940059312574,29,1770.1762219701172,1.1666666666666667,0
0x0082a12e195b8f31660830132e72716225382075,749.9928819843739,47,10431.804600805159,0.8571428571428571,0
0x051b903060920fc5751479a85ad5340587267a53,749.9926909683019,39,9715.399661688743,1.0,0
0x02e2e0296a3caee924b900b69f7b3ebd16729ecc,749.9926909683019,43,15786.41313521915,1.3333333333333333,0
0x04b98ee207121943d1e76080a5b4b93345663335,749.9887958989724,41,201339.2453579216,1.5454545454545454,0
0x03f8420b1754b086ed30543f071fbd8282c5fa84,749.9887701814373,48,4813.37879002439,1.0625,0
0x0092f6fe26d0c54f9e60326e8d93cf6770cdf494,749.9868278319462,27,17596.70449599702,1.0,0
0x0611afbf50787361164004b2596719e5116b7315,749.9835161369497,31,24839.219127766,1.0,0
0x001bc97d92e1a30b02d4e75be25f06063555d556,749.9745491411699,45,214419.7389330805,0.9,0
0x028baf20c23e74a7cce3b3120bb95ab8d1e35278,749.9671401010964,35,4118.286421317554,0.8571428571428571,0
0x0099a7b429f7541cbda34d6aa8cd82181fbb8bb5,749.9669588750994,37,35710.45915793059,0.8333333333333334,0
0x03e4c2f13d937db549d35f606fc74a1034de362b,749.9663812118532,30,37958.958899231344,0.8333333333333334,0
0x02d27262a78932e692eb9330646987559670bbda,749.9612985578915,40,6002.285786548545,1.25,0
0x01102f208a263a1b3844a1bfac5444cbfe7d052f,749.9612985578915,30,2535.2464231125105,1.0,0
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,749.9609210979689,43,7879.359411046655,1.0,0
0x058aebff10cdc3057570cfc360ab9754da0d1241,749.9603875229024,22,4266.153422851734,1.0,0
0x01eccdb2d737b7a41f7aa4ee4358be8304b15588,749.9565048128665,49,5738.557629965126,1.25,0
0x024053954b25e537a1eec0473d59e9d5e0b54200,749.9563952748679,29,528950.488709841,0.8333333333333334,0
0x020d56e549db2ca35fac74118b28f159500701c0,749.9511852425828,30,12917.885226999777,1.625,0
0x00c4a3ac304984f216b8a8a0c182fae7984c83dc,749.9510041843057,29,427.8741010602402,1.2,0
0x028216b8e4ddc7b4272eea40afbaecca24f30b46,749.9504153217368,25,1264.1160662958137,1.0,0
0x01750c374d9fae78ca0dd39a0f4f0f4fec06181c,749.9499832700327,29,10560.435869152563,1.0,0
0x0269ae21dbae267fb041ee16ba8500dd0fde2f2d,749.9485035984372,29,17459.27337038345,8.0,0
0x020265bc7ecc8b018c496f8bc4c6aa3ed1784e5a,749.9462325695823,29,38315.061316297295,1.1666666666666667,0
0x018ba7d4c044254f4ae94652b09c790baf7db3ca,749.9447528979869,31,51846.601359646294,1.2222222222222223,0
0x0390969e6ddcc17e2ca8813d9f38e276b76c5113,749.9417936776235,33,843086.5435937335,1.6,0
0x01b27aeaa3b67577609538155d637b08f0779069,749.9409328821056,23,5054.445376622997,0.8333333333333334,0
0x014930c2d8878759763f3ac2a492ff94073fd80f,749.9392747370589,28,17061.857777421905,1.0,0
0x034c69160676cd0f0ee35719a93343ea066e31a4,749.9381221544857,24,250681.05941526376,1.3333333333333333,0
0x055622a2fda7d6f3b813adcc70a32203e2eabc58,749.9368071915301,22,57793.72730062264,1.0,0
0x0230bc307520081725023ab397785a35a96f233c,749.933543106172,22,41.56286530744011,1.0,0
0x053ab16a247321e312f3a8a2a0a8abda48707241,749.9328076664386,21,1327013.1113645707,1.3333333333333333,0
0x02fa9380115eeefccd18f91ff806d3d8e3725b32,749.9280082039345,23,3283.0473660156063,1.25,0
0x038db6c62d0f072616e2b8db7d3d7cfc829f7f65,749.9280082039345,24,188645.80378903844,1.25,0
0x04541945d4d64141a70d355c6775173323551724,749.9280082039345,23,10821.693178726948,1.5,0
0x0168459886bd2aa322c18ed0b209887095afcacb,749.9280082039345,25,12193.92595335449,14.0,0
0x05f54eaf83bb7cb628a6424beb527eed605ac610,749.9266932409789,28,11599.350462992754,1.6666666666666667,0
0x0036534c48a754163f0f446601f36bcfda840f57,749.9217899579553,27,4459.840331740031,0.875,0
0x034f5434e14148a554c38f72118239d3b4078888,749.9150786238703,21,820.2909078583557,1.25,0
0x05327ca0590e721d5af0549ec40415d05155a2a4,749.8138270653793,25,9593.653080198577,1.0,0
0x0405e13dc7a586cc2c371f531e90ae50cf49beec,740.0441703826021,88,589302.2133750647,1.0769230769230769,0
0x033a10f0fa3a846f441f7d7469a2352f910443ad,739.9704609412829,62,1.3553419437659545e-08,1.0833333333333333,0
0x02d86f9846faff28378cbfb438e2f9a87b5e7682,739.9638300943744,58,28.001839537953703,1.6666666666666667,0
0x02f0e7c42da6ae4eea04c1df5f83f8178d33cc0b,730.1163872846047,10,2017.163466990472,2.0,0
0x026ad6ecd5124809d5f3b393f6a94ac195ca55b9,730.0738898872021,6,385.0633105146179,1.0,0
0x05ed9694f8f17d71d6385b891ba4c799394d9e44,730.056484188064,13,27348.912687079377,1.5,0
0x049675d578aff8a085ea67947751cc2df717b863,730.0451601509567,15,24331.387011095292,2.0,0
0x00e650676a38478b3eee9e3eb741a6075b2c95c1,730.0451601509567,12,416778.70857932896,2.5,0
0x01af1eb57b3489cea12ea3d8ebbae1c3eeb0658e,730.0398888413497,18,420585.14019582584,2.0,0
0x010da4bb5ed14c387bc92de075b58e2d0cee23b1,730.0272759765119,17,15471.621006142734,1.6,0
0x055be3a0cff9bfefc49a270e6a4cf4ecf70b8779,730.0105388639888,12,1100749.1621543989,2.0,0
0x05acb1438730ca2e4ae69689c82a00731752a400,730.0071287038631,14,1034491.8387003959,6.0,0
0x006d1df30df75bfa607f41b3a4d67d4be51fe910,730.0056056330197,13,160.4098043863608,1.0,0
0x02535f81854b731a185a765286f7196c6c2b63a4,730.0029018989361,12,204609.69980423638,1.0,0
0x0080bdce06d56ce3911ad7f73e4c3bbd577e267b,730.0029018989361,11,30047.64161424039,1.0,0
0x02924ba1974a33fe4563a1f2b762847a2233d496,730.0029018989361,14,16520.71795450136,2.0,0
0x0078c86e12186e2de1ff6fef5f1ada2bffde4ea5,730.0029018989361,11,90545.11718167584,1.0,0
0x021fe7301b7e40ef740ba6bc4957864967aaa2f1,730.0008255376882,18,3727.8502535012617,4.0,0
0x013c8b849edb8efc9a689854b7bc75f2dd1ccfff,730.0005519099963,9,435.5500519393528,1.0,0
0x0556ba62cf5325e058d1ab758f76e9c0bb201ed9,730.0005519099963,17,8830.581406338593,1.0,0
0x0553d865f1b279d87fe296ad28af11b02a7274ef,730.0005519099963,12,1265.4010318399087,1.0,0
0x05c27519d3c87146fc0c9c75c3762e95402416d2,730.0005519099963,13,4838.007647251473,2.0,0
0x037949068f0cff6d57d7253398e60577ccd86dd3,730.0005519099963,11,4422.259973247229,1.0,0
0x03917b0fc420092b18dcb24e719f44600211eb45,730.0005519099963,14,1624.1852016413402,1.0,0
0x0484b2e7973130c0b31b482175c15a38d86e5840,730.0005519099963,13,3339.9761292103467,1.0,0
0x05986ff3f0e4c621ba6484762f2d734201c33b54,730.0005519099963,17,482.22138900283466,2.0,0
0x047be7607fbf63467e2ca66af84b1cffd69c7bf2,730.0005519099963,12,254.68527254290578,2.0,0
0x0487fed00e5f5e81507b1cd6e851b741a4a020fd,729.9996608535218,16,477640.50246270094,3.0,0
0x0520e146a8eb11276ae1b4afdb9ab02bdb27b831,729.9996608535218,9,20621.313892168404,3.0,0
0x04566e55bd811bf6e3e164a3ebe49cbc85369bcb,729.9993091655273,5,2525.1397063014547,1.0,0
0x05a28038dbc46d2f7c9e819d0ef6380499bf54d5,729.9993091655273,7,2625.40260374437,2.0,0
0x0005696d4be2359526c497fe4a4c0620b41f2426,729.9993091655273,7,1585.5481550360755,1.0,0
0x01f73f5a9da9f2989d9c3933a4b99d080324a91e,729.9987011796283,10,187.8432125869321,1.5,0
0x0078dc11a5b751eb0e94d6c97cae29acf6e8579d,729.9987011796283,10,298.4946805187172,1.5,0
0x05be5be4e9a8f3d2592e36386c9340d1ae330d68,729.9984181090529,14,25310.781512363075,1.5,0
0x060107c887eba77cccf5ddbcd9631e2371ab6f22,729.997310864582,14,418.435867162786,1.5,0
0x02eb1a315972d427f890b81fe062aa7aae9bc6bb,729.997310864582,14,291.4997611786701,1.5,0
0x020fdc5da72fc36e81a5cbbee9baa451cacc9f8c,729.997310864582,10,1090.4745003105354,2.0,0
0x00f656a2953a15ddf8d9d9726b67dd4e61f238b9,729.997310864582,17,281.5410140502747,1.0,0
0x0287445f647c448c92129fbb2ef816f43b0c0bf6,729.997310864582,18,4685.454535844153,1.0,0
0x026de7b3d021dd600438f69e49c0e34495bf0edc,729.997310864582,14,5896.6248773857105,2.0,0
0x017184a0829a54746706654e86eb7a6c5cafbf90,729.995791432533,14,418.7381088153722,1.0,0
0x02ca089c541a1e8d8cec24e066d7ffe2085cc528,729.9954322832318,16,426.49574948160694,1.6666666666666667,0
0x05ab8ff4726dfb3d965dcf606e570b734d66254d,729.9946234227921,19,2016.9757612498704,1.0,0
0x0252e3524f4d28702b6b3ab7aa7c8eacaa9caf4d,729.9915277099259,16,467620.3035515891,1.0,0
0x05315653e6e5bc09c383e71062a1387e1c5ce341,729.9914101189837,9,12.437973439270968,1.0,0
0x03f5c2747f164d5ff2e52161190b077c7219070a,729.9912933793502,20,1104.0232617634472,1.0,0
0x03158305104b385e1a566fa7153dfb13da15f410,729.9912933793502,20,3843.9927876468155,1.0,0
0x0257ffe501e6d7670c5510b6d8a558eddea79475,729.9909183548093,9,3668.6853315028707,2.5,0
0x0358c2ab1c477f338776d96c01a0a53f9dba4d0f,729.9908334174844,12,844.0603700893026,1.5,0
0x0062cb1c249a8579e155794dc86960e4f88af402,729.9908334174844,12,2052.750671371752,1.5,0
0x060ad357c1f777fb031e7404ac26ee88b5a704b5,729.9898581836235,10,101114.68215150914,3.0,0
0x04b8b16b405662a4d14e27d943036dbd31aab01a,729.9891558835747,14,9906.529029370873,1.0,0
0x01485557c2bc6e26c7187ff4cc38d5d9474405d4,729.9881690735695,18,1.8339142839958622,1.3333333333333333,0
0x053a19dbc9fd177b7d71de03d9ff7475e89f9d53,729.9869633331002,13,2737.2398402238923,1.0,0
0x057639a8a802d8f5ce025dd6dc149ba1d17d234f,729.9868637541714,11,391.434463973897,1.0,0
0x03a3d0eb17509dc9fb2a892ac1eab68419deb19b,729.9868058946348,19,1718.4536863473209,2.0,0
0x030888e8fe9f0cbe3ff04c0fda1c0954c6b68822,729.9865045742137,17,266.0236582483695,1.5,0
0x05ec08e0f92b0077e64ae43785b91ac248889629,729.9847353705975,10,75703.85447893849,2.0,0
0x05c001fc9f8bb3f2de12f4901532aec7cad3d446,729.9837876638466,13,824.639486966013,1.0,0
0x0582a627a632dbf689786b1e537d22062706baa1,729.9837876638466,18,1263.146913413907,1.5,0
0x027af3fec91de9714ad0540be7b03487f332238d,729.9795518430557,15,187793.87174502102,3.0,0
0x022a109627e1f304eb65977c61b99b0b894868e5,729.9791418520712,15,2867.864908525356,1.6666666666666667,0
0x00a3d4e0134ff2046e9c9b83d3321625ba3da1bd,729.9783919582496,16,0.026399449835403502,1.0,0
0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9,729.9762188850393,17,52072.65790820218,1.5,0
0x026e0a569b23b6afac6520a977fcb83192f370f1,729.9714162978051,15,17659.60510818482,1.5,0
0x035b27ed461b13990c0b9ed0e01c08d0d44cd033,729.9616699543111,15,12241.89011878098,1.2,0
0x02a5f4b01a1e60c1c1e96b7e5ccff7b083af88b1,729.8293227646532,9,10730.369896595661,1.0,0
0x000000003ce0cf2c037493b1dc087204bd7f713e,720.3530342131453,492,890880.6796796657,0.5333333333333333,0
0x018ed52cf0254857c3d2cd4ad06a673c56eca644,720.2148408781105,141,197585.76779237037,0.7727272727272727,0
0x03a151746661bea0942281ec949de76eb6b4f6f2,720.2141858828787,31,8.854919390486849,1.1666666666666667,0
0x03ed358b4ea92c6ff41ebf5f0f8f22847b993d2f,720.1227560480265,138,8974.955306401249,0.7777777777777778,0
0x009c8da3408c57e8c4b6872fbbdf832dadf45c5e,720.1189833515161,22,3.1444206361284484e-10,8.0,0
0x04ddf96a61c4c44731f04df4e963f61cfe3c9c6d,720.0992206389012,147,7845182.3499913355,0.631578947368421,0
0x02706710a0bd191361d1935d74e812a9c588cd05,720.0873161485857,72,3170.516721273199,0.6363636363636364,0
0x05b62442eebb2308ab39cf2dbb115fc47b633c52,720.0738527719323,150,258452.07740023633,0.6842105263157895,0
0x0337dcbc6f5f2c2ca665fdd487f7d8f23c305b08,720.0664455453438,74,45407.2587463655,0.7894736842105263,0
0x05a03c1a64d75016a870f5abde6c85539cd38ec8,720.0661685079523,51,13626.742366019393,0.7,0
0x01af4808da010aad7b2c977f51508a1402c8cbbc,720.0645196744567,114,384535.49949862703,0.75,0
0x047fe25b45dd7f73258d858971cfe41e004e6132,720.0637809552252,77,4681.321290860902,0.65,0
0x05ee3c534b3c640889148539568847b034424be8,720.0601582608173,71,6593.858736066793,0.7058823529411765,0
0x00183135585d70a523d61b2e43037a7138b36906,720.0596267782227,54,7950.981188305157,0.7692307692307693,0
0x005f16f017aa933bb41965b52848ceb8ee48b171,720.0593991013167,767,58671.54062866331,0.5956284153005464,0
0x020793b7db7551b1d70877579370096b3db0db07,720.0550988292861,242,343781.2174100354,0.6363636363636364,0
0x02a8f422e4623cf409b2a1a64a603b16357ea9da,720.0548858048586,52,528.2762512265097,0.625,0
0x03ce47abe931e23bf221eb5453c1e03a4f60d949,720.0548173704367,115,18997.339980465207,0.7692307692307693,0
0x0421fa1f9f228934332cc11de6f66497f43fb734,720.0543478663274,72,526.7286647211291,1.0,0
0x00861fefcfef0a542b0a6c90ce1ee575e257a6c7,720.0532371211015,66,12673.581222641575,0.6,0
0x026d639c41b00c686ad758543cf569dfcf2e3d4a,720.0525511037198,33,28001.220875599138,1.0,0
0x01c5c4ca74a665e40e96ed8ff221500b6366b8a6,720.0493398603367,350,246346.70047608548,0.55,0
0x0476f3ee277eb20568ee2369b337f3ce55bc558a,720.0481705965859,763,7740203.64873337,0.7757009345794392,0
0x00ab84845d68063c1dcd2a5f2cead5f253b249a2,720.047162621274,148,2860.846140828452,0.75,0
0x06192f889f17bf2aff238d08d8c26cbcfcc7b45a,720.046365767137,183,917984.6863958756,0.75,0
0x02736d5c8dcea65539993d143a3de90cebca9c3c,720.0448781582363,111,181857.97274265002,0.7419354838709677,0
0x026a55d367905cc892280e5ba04d64e9d745b86c,720.044697207,127,613696.597085598,0.5384615384615384,0
0x0553aeaaa787ca5bbca6e172d3fde33957ff4b91,720.0440622897493,67,76062.91585609969,0.6,0
0x008f96aab23e71c98398e6c5dabf2ee2ded9f15d,720.0435108951287,184,21086.377821608803,0.7368421052631579,0
0x01cf15d50e91ea8731572a07afbf782233339ad7,720.0435108951287,100,5100.418287934017,0.7647058823529411,0
0x0107aacde8714bd13357fc856d6b93b3f8b543e9,720.0410433495999,130,489711.4040346309,0.75,0
0x0415a37766ef8a945c1a38dd839c8b1f4feaecaa,720.0357409110691,649,791699.84788371,0.73125,0
0x04803b46c2a8951a2ce0793d58db51b29656dfbe,720.0357115674068,63,26279.626734106074,0.625,0
0x010d23b534006f4e4f174a7530d7d9e3c131732a,720.0351091985929,92,35148.97463162909,0.5454545454545454,0
0x055a875cd844f04a2c2ee1bb72999d7e7b40761d,720.0349817791642,379,92533.71920651243,0.775,0
0x01213e995cd6272ebbb929311b50787296f25600,720.0347085740938,52,14563.952007500788,0.5714285714285714,0
0x018e2339fe910022db81f0df861ff792d406cf3d,720.0342697269231,87,26305.091906349884,0.7777777777777778,0
0x05b56b2b0e2f395f2f814c09c845ecf656b80b1d,720.034222889921,147,31740.35048964936,0.6428571428571429,0
0x05e1f287dde4f9514ed22000a62a45b0da9dc409,720.0337390346953,197,131709.05163532484,0.7777777777777778,0
0x00e22b85d329650e35a9d664b7c408a57820f13f,720.0333421146607,156,403020.6926526425,0.75,0
